imageId,articleTypeName,categoryName,articleTypeId,categoryId
51678,Sunglasses,Eyewear,9,7
56901,Heels,Shoes,8,1
13697,Backpacks,Bags,15,2
3208,Tshirts,Topwear,0,0
33549,Shirts,Topwear,1,0
43224,Trousers,Bottomwear,21,4
59358,Kurtas,Topwear,5,0
5477,Flip Flops,Flip Flops,11,11
37879,Socks,Socks,16,13
17099,Wallets,Wallets,10,10
23588,Deodorant,Fragrance,27,8
47133,Handbags,Bags,7,2
34826,Sports Shoes,Shoes,4,1
23826,Flip Flops,Flip Flops,11,11
42993,Sports Shoes,Shoes,4,1
10092,Sports Shoes,Shoes,4,1
18732,Tops,Topwear,6,0
50351,Kurtas,Topwear,5,0
23282,Watches,Watches,3,3
6630,Sports Shoes,Shoes,4,1
4781,Tshirts,Topwear,0,0
13039,Heels,Shoes,8,1
13892,Tshirts,Topwear,0,0
42926,Wallets,Wallets,10,10
18640,Tshirts,Topwear,0,0
39560,Heels,Shoes,8,1
31607,Backpacks,Bags,15,2
33167,Tops,Topwear,6,0
7565,Tshirts,Topwear,0,0
57016,Briefs,Innerwear,13,5
36718,Tshirts,Topwear,0,0
5868,Casual Shoes,Shoes,2,1
57836,Handbags,Bags,7,2
57823,Tshirts,Topwear,0,0
32930,Shirts,Topwear,1,0
42825,Briefs,Innerwear,13,5
44816,Jeans,Bottomwear,19,4
25619,Watches,Watches,3,3
52570,Clutches,Bags,31,2
15246,Casual Shoes,Shoes,2,1
4561,Sports Shoes,Shoes,4,1
9351,Socks,Socks,16,13
6482,Tshirts,Topwear,0,0
4985,Sports Shoes,Shoes,4,1
40284,Sandals,Sandal,12,9
14498,Casual Shoes,Shoes,2,1
17570,Shirts,Topwear,1,0
57057,Dresses,Dress,24,14
50444,Briefs,Innerwear,13,5
40129,Shirts,Topwear,1,0
43223,Trousers,Bottomwear,21,4
45377,Heels,Shoes,8,1
21389,Shirts,Topwear,1,0
45318,Belts,Belts,14,12
48681,Earrings,Jewellery,26,6
36638,Belts,Belts,14,12
11642,Watches,Watches,3,3
36486,Casual Shoes,Shoes,2,1
56500,Nail Polish,Nails,28,18
14485,Casual Shoes,Shoes,2,1
44616,Flip Flops,Flip Flops,11,11
7104,Backpacks,Bags,15,2
2239,Tshirts,Topwear,0,0
25007,Shirts,Topwear,1,0
34353,Tshirts,Topwear,0,0
43227,Handbags,Bags,7,2
11081,Shirts,Topwear,1,0
59616,Sarees,Saree,25,16
54073,Sports Shoes,Shoes,4,1
8867,Shirts,Topwear,1,0
24220,Caps,Headwear,33,19
28135,Briefs,Innerwear,13,5
47417,Handbags,Bags,7,2
55036,Lipstick,Lips,29,15
49938,Innerwear Vests,Innerwear,37,5
40001,Sunglasses,Eyewear,9,7
35650,Formal Shoes,Shoes,17,1
31711,Earrings,Jewellery,26,6
28649,Sports Shoes,Shoes,4,1
45172,Watches,Watches,3,3
41733,Heels,Shoes,8,1
25683,Watches,Watches,3,3
23322,Kurtas,Topwear,5,0
58063,Earrings,Jewellery,26,6
12772,Kurtas,Topwear,5,0
49578,Heels,Shoes,8,1
52522,Jeans,Bottomwear,19,4
3159,Sports Shoes,Shoes,4,1
4552,Sports Shoes,Shoes,4,1
24405,Kurtas,Topwear,5,0
2299,Tshirts,Topwear,0,0
11456,Tshirts,Topwear,0,0
21278,Sunglasses,Eyewear,9,7
38500,Jeans,Bottomwear,19,4
17793,Socks,Socks,16,13
10466,Tshirts,Topwear,0,0
57164,Tshirts,Topwear,0,0
42722,Flats,Shoes,22,1
35928,Clutches,Bags,31,2
37234,Wallets,Wallets,10,10
18926,Tshirts,Topwear,0,0
7196,Tshirts,Topwear,0,0
9969,Tshirts,Topwear,0,0
12484,Sandals,Sandal,12,9
25754,Belts,Belts,14,12
12769,Tops,Topwear,6,0
24452,Sports Shoes,Shoes,4,1
6376,Casual Shoes,Shoes,2,1
42557,Kurtas,Topwear,5,0
22373,Shirts,Topwear,1,0
43309,Shorts,Bottomwear,20,4
5696,Casual Shoes,Shoes,2,1
29744,Watches,Watches,3,3
36778,Watches,Watches,3,3
19735,Shirts,Topwear,1,0
39489,Backpacks,Bags,15,2
9781,Tshirts,Topwear,0,0
4700,Watches,Watches,3,3
36827,Kurtas,Topwear,5,0
8103,Sports Shoes,Shoes,4,1
11253,Trousers,Bottomwear,21,4
11398,Shirts,Topwear,1,0
26709,Sports Shoes,Shoes,4,1
48121,Belts,Belts,14,12
17039,Casual Shoes,Shoes,2,1
28553,Tshirts,Topwear,0,0
57858,Heels,Shoes,8,1
31321,Kurtas,Topwear,5,0
48128,Wallets,Wallets,10,10
47608,Heels,Shoes,8,1
32952,Casual Shoes,Shoes,2,1
2766,Tshirts,Topwear,0,0
4258,Tshirts,Topwear,0,0
15953,Ties,Ties,36,20
59129,Jackets,Topwear,35,0
20119,Tops,Topwear,6,0
27859,Shirts,Topwear,1,0
37630,Tshirts,Topwear,0,0
17057,Casual Shoes,Shoes,2,1
59948,Deodorant,Fragrance,27,8
49539,Clutches,Bags,31,2
2967,Sports Shoes,Shoes,4,1
52827,Earrings,Jewellery,26,6
30662,Sunglasses,Eyewear,9,7
49662,Sunglasses,Eyewear,9,7
3372,Sports Shoes,Shoes,4,1
49815,Flip Flops,Flip Flops,11,11
22803,Tshirts,Topwear,0,0
33476,Belts,Belts,14,12
35578,Flip Flops,Flip Flops,11,11
18289,Kurtis,Topwear,38,0
10157,Flip Flops,Flip Flops,11,11
54931,Tshirts,Topwear,0,0
59270,Watches,Watches,3,3
12963,Sports Shoes,Shoes,4,1
2977,Tshirts,Topwear,0,0
14165,Belts,Belts,14,12
17577,Trousers,Bottomwear,21,4
42509,Kurtas,Topwear,5,0
17564,Shirts,Topwear,1,0
23603,Perfume and Body Mist,Fragrance,18,8
25541,Tops,Topwear,6,0
57558,Lipstick,Lips,29,15
10605,Watches,Watches,3,3
7039,Casual Shoes,Shoes,2,1
21185,Flip Flops,Flip Flops,11,11
35233,Formal Shoes,Shoes,17,1
15790,Briefs,Innerwear,13,5
47676,Dresses,Dress,24,14
25177,Handbags,Bags,7,2
6652,Casual Shoes,Shoes,2,1
10186,Shirts,Topwear,1,0
46656,Deodorant,Fragrance,27,8
18729,Sweaters,Topwear,34,0
8383,Tshirts,Topwear,0,0
25505,Tshirts,Topwear,0,0
31855,Watches,Watches,3,3
18920,Shirts,Topwear,1,0
15974,Shirts,Topwear,1,0
49855,Watches,Watches,3,3
35459,Tshirts,Topwear,0,0
14075,Tshirts,Topwear,0,0
57935,Sandals,Sandal,12,9
56348,Watches,Watches,3,3
4746,Tshirts,Topwear,0,0
12455,Belts,Belts,14,12
40171,Sunglasses,Eyewear,9,7
38741,Backpacks,Bags,15,2
17903,Track Pants,Bottomwear,30,4
17899,Jackets,Topwear,35,0
58227,Sandals,Sandal,12,9
9596,Shirts,Topwear,1,0
59893,Shirts,Topwear,1,0
40173,Sunglasses,Eyewear,9,7
41239,Belts,Belts,14,12
6616,Shirts,Topwear,1,0
55377,Nail Polish,Nails,28,18
59936,Casual Shoes,Shoes,2,1
30542,Socks,Socks,16,13
33155,Tshirts,Topwear,0,0
28599,Sports Shoes,Shoes,4,1
5146,Tshirts,Topwear,0,0
34347,Tshirts,Topwear,0,0
45108,Watches,Watches,3,3
13494,Tshirts,Topwear,0,0
22920,Watches,Watches,3,3
6768,Shirts,Topwear,1,0
22762,Kurtis,Topwear,38,0
30614,Tshirts,Topwear,0,0
55141,Nail Polish,Nails,28,18
31997,Socks,Socks,16,13
46797,Sports Shoes,Shoes,4,1
24423,Sports Shoes,Shoes,4,1
15199,Tshirts,Topwear,0,0
12413,Wallets,Wallets,10,10
49167,Sunglasses,Eyewear,9,7
45008,Watches,Watches,3,3
15074,Sandals,Sandal,12,9
45158,Watches,Watches,3,3
59160,Casual Shoes,Shoes,2,1
19366,Formal Shoes,Shoes,17,1
26139,Trousers,Bottomwear,21,4
34040,Shirts,Topwear,1,0
54495,Handbags,Bags,7,2
39564,Heels,Shoes,8,1
39311,Flip Flops,Flip Flops,11,11
32841,Heels,Shoes,8,1
33446,Wallets,Wallets,10,10
31317,Jackets,Topwear,35,0
33392,Wallets,Wallets,10,10
37687,Backpacks,Bags,15,2
8492,Tops,Topwear,6,0
45584,Formal Shoes,Shoes,17,1
57995,Dresses,Dress,24,14
55040,Lipstick,Lips,29,15
4227,Tshirts,Topwear,0,0
46012,Sarees,Saree,25,16
46402,Tshirts,Topwear,0,0
41716,Heels,Shoes,8,1
49767,Kurtas,Topwear,5,0
20183,Shirts,Topwear,1,0
12218,Trousers,Bottomwear,21,4
50037,Bra,Innerwear,23,5
32077,Briefs,Innerwear,13,5
38182,Sunglasses,Eyewear,9,7
15837,Kurtas,Topwear,5,0
18850,Tshirts,Topwear,0,0
22864,Casual Shoes,Shoes,2,1
45248,Watches,Watches,3,3
29826,Shirts,Topwear,1,0
49811,Flip Flops,Flip Flops,11,11
16231,Sweatshirts,Topwear,32,0
18892,Tops,Topwear,6,0
2915,Tops,Topwear,6,0
49894,Watches,Watches,3,3
32267,Kurtas,Topwear,5,0
7512,Tshirts,Topwear,0,0
17734,Flip Flops,Flip Flops,11,11
11088,Shirts,Topwear,1,0
36783,Watches,Watches,3,3
44463,Flats,Shoes,22,1
19305,Sports Shoes,Shoes,4,1
45879,Watches,Watches,3,3
46775,Perfume and Body Mist,Fragrance,18,8
30346,Tshirts,Topwear,0,0
5071,Watches,Watches,3,3
23152,Shirts,Topwear,1,0
10347,Tshirts,Topwear,0,0
4226,Tshirts,Topwear,0,0
17177,Shirts,Topwear,1,0
49984,Briefs,Innerwear,13,5
44090,Perfume and Body Mist,Fragrance,18,8
26237,Tshirts,Topwear,0,0
50173,Flats,Shoes,22,1
18509,Jackets,Topwear,35,0
56346,Watches,Watches,3,3
18172,Tops,Topwear,6,0
6124,Backpacks,Bags,15,2
29781,Trousers,Bottomwear,21,4
33586,Tshirts,Topwear,0,0
24537,Kurtas,Topwear,5,0
32512,Formal Shoes,Shoes,17,1
57225,Handbags,Bags,7,2
53749,Track Pants,Bottomwear,30,4
1163,Tshirts,Topwear,0,0
8682,Sunglasses,Eyewear,9,7
34825,Sports Shoes,Shoes,4,1
35680,Casual Shoes,Shoes,2,1
15063,Formal Shoes,Shoes,17,1
47263,Briefs,Innerwear,13,5
55571,Deodorant,Fragrance,27,8
5204,Tshirts,Topwear,0,0
49864,Watches,Watches,3,3
52618,Handbags,Bags,7,2
57597,Lipstick,Lips,29,15
17318,Sunglasses,Eyewear,9,7
13593,Innerwear Vests,Innerwear,37,5
37155,Tshirts,Topwear,0,0
43791,Earrings,Jewellery,26,6
21407,Tshirts,Topwear,0,0
24714,Casual Shoes,Shoes,2,1
12692,Sports Shoes,Shoes,4,1
29452,Watches,Watches,3,3
10061,Tshirts,Topwear,0,0
3516,Tshirts,Topwear,0,0
47547,Heels,Shoes,8,1
47576,Heels,Shoes,8,1
7168,Shirts,Topwear,1,0
27286,Kurtas,Topwear,5,0
20598,Wallets,Wallets,10,10
34451,Flats,Shoes,22,1
28769,Kurtis,Topwear,38,0
8253,Handbags,Bags,7,2
31837,Watches,Watches,3,3
9726,Shirts,Topwear,1,0
48639,Earrings,Jewellery,26,6
30304,Tshirts,Topwear,0,0
27561,Shirts,Topwear,1,0
25663,Watches,Watches,3,3
19365,Casual Shoes,Shoes,2,1
46337,Casual Shoes,Shoes,2,1
59824,Shirts,Topwear,1,0
52881,Sarees,Saree,25,16
14024,Shorts,Bottomwear,20,4
33297,Shirts,Topwear,1,0
49060,Casual Shoes,Shoes,2,1
43205,Watches,Watches,3,3
16143,Tshirts,Topwear,0,0
16343,Shirts,Topwear,1,0
6944,Tshirts,Topwear,0,0
4518,Sports Shoes,Shoes,4,1
12740,Backpacks,Bags,15,2
10670,Tshirts,Topwear,0,0
43555,Socks,Socks,16,13
5887,Tshirts,Topwear,0,0
49605,Heels,Shoes,8,1
42840,Handbags,Bags,7,2
6507,Formal Shoes,Shoes,17,1
4550,Sports Shoes,Shoes,4,1
14940,Shorts,Bottomwear,20,4
13138,Casual Shoes,Shoes,2,1
28657,Casual Shoes,Shoes,2,1
9404,Backpacks,Bags,15,2
26797,Shirts,Topwear,1,0
58669,Kurtas,Topwear,5,0
24151,Kurtas,Topwear,5,0
25495,Flip Flops,Flip Flops,11,11
11549,Kurtas,Topwear,5,0
49131,Nail Polish,Nails,28,18
27851,Tops,Topwear,6,0
3160,Sports Shoes,Shoes,4,1
4595,Backpacks,Bags,15,2
3941,Tshirts,Topwear,0,0
4677,Backpacks,Bags,15,2
30759,Kurtas,Topwear,5,0
48371,Shirts,Topwear,1,0
26799,Shirts,Topwear,1,0
40646,Kurtas,Topwear,5,0
46392,Tshirts,Topwear,0,0
3957,Tops,Topwear,6,0
56323,Watches,Watches,3,3
28932,Tshirts,Topwear,0,0
34027,Tshirts,Topwear,0,0
6935,Tshirts,Topwear,0,0
49676,Sunglasses,Eyewear,9,7
17180,Shirts,Topwear,1,0
42889,Clutches,Bags,31,2
47535,Flats,Shoes,22,1
17914,Tshirts,Topwear,0,0
21627,Bra,Innerwear,23,5
49851,Watches,Watches,3,3
20761,Heels,Shoes,8,1
39023,Watches,Watches,3,3
5683,Casual Shoes,Shoes,2,1
55866,Nail Polish,Nails,28,18
44183,Perfume and Body Mist,Fragrance,18,8
16388,Shirts,Topwear,1,0
13580,Innerwear Vests,Innerwear,37,5
44733,Flip Flops,Flip Flops,11,11
29002,Backpacks,Bags,15,2
49830,Flip Flops,Flip Flops,11,11
50220,Belts,Belts,14,12
24055,Tshirts,Topwear,0,0
11510,Heels,Shoes,8,1
6755,Sports Shoes,Shoes,4,1
28023,Briefs,Innerwear,13,5
38422,Handbags,Bags,7,2
45321,Heels,Shoes,8,1
26493,Tshirts,Topwear,0,0
51538,Watches,Watches,3,3
2822,Casual Shoes,Shoes,2,1
53994,Handbags,Bags,7,2
58466,Belts,Belts,14,12
33576,Tshirts,Topwear,0,0
2222,Sandals,Sandal,12,9
24299,Casual Shoes,Shoes,2,1
39339,Sports Shoes,Shoes,4,1
30834,Kurtas,Topwear,5,0
16741,Clutches,Bags,31,2
27463,Briefs,Innerwear,13,5
23242,Formal Shoes,Shoes,17,1
21125,Tops,Topwear,6,0
36362,Ties,Ties,36,20
20787,Sweaters,Topwear,34,0
44621,Caps,Headwear,33,19
24460,Sports Shoes,Shoes,4,1
50639,Innerwear Vests,Innerwear,37,5
17493,Flip Flops,Flip Flops,11,11
55473,Lipstick,Lips,29,15
21684,Watches,Watches,3,3
52854,Earrings,Jewellery,26,6
33091,Heels,Shoes,8,1
19639,Sweatshirts,Topwear,32,0
46113,Casual Shoes,Shoes,2,1
10244,Handbags,Bags,7,2
49499,Casual Shoes,Shoes,2,1
16025,Shirts,Topwear,1,0
26727,Tshirts,Topwear,0,0
12701,Sports Shoes,Shoes,4,1
40143,Tops,Topwear,6,0
27151,Shirts,Topwear,1,0
59736,Briefs,Innerwear,13,5
55880,Nail Polish,Nails,28,18
34953,Sarees,Saree,25,16
29027,Tshirts,Topwear,0,0
33368,Wallets,Wallets,10,10
25740,Wallets,Wallets,10,10
14659,Trousers,Bottomwear,21,4
23548,Perfume and Body Mist,Fragrance,18,8
5448,Tshirts,Topwear,0,0
38017,Watches,Watches,3,3
44421,Casual Shoes,Shoes,2,1
44128,Perfume and Body Mist,Fragrance,18,8
3235,Casual Shoes,Shoes,2,1
33867,Watches,Watches,3,3
26917,Tops,Topwear,6,0
25142,Clutches,Bags,31,2
11359,Tshirts,Topwear,0,0
39952,Flip Flops,Flip Flops,11,11
43034,Shirts,Topwear,1,0
32317,Watches,Watches,3,3
9989,Tshirts,Topwear,0,0
8994,Casual Shoes,Shoes,2,1
24417,Sports Shoes,Shoes,4,1
20755,Casual Shoes,Shoes,2,1
21883,Kurtas,Topwear,5,0
14906,Wallets,Wallets,10,10
35331,Earrings,Jewellery,26,6
21925,Kurtas,Topwear,5,0
13446,Tops,Topwear,6,0
9719,Sandals,Sandal,12,9
22833,Casual Shoes,Shoes,2,1
44806,Tshirts,Topwear,0,0
11956,Casual Shoes,Shoes,2,1
29263,Sports Shoes,Shoes,4,1
21893,Kurtas,Topwear,5,0
3335,Caps,Headwear,33,19
24709,Sandals,Sandal,12,9
57566,Lipstick,Lips,29,15
2666,Handbags,Bags,7,2
47377,Handbags,Bags,7,2
38770,Casual Shoes,Shoes,2,1
27294,Kurtas,Topwear,5,0
54493,Handbags,Bags,7,2
7661,Socks,Socks,16,13
59607,Sarees,Saree,25,16
56957,Flats,Shoes,22,1
17580,Trousers,Bottomwear,21,4
31176,Tops,Topwear,6,0
3401,Handbags,Bags,7,2
10317,Watches,Watches,3,3
43100,Deodorant,Fragrance,27,8
15806,Briefs,Innerwear,13,5
16750,Clutches,Bags,31,2
18050,Wallets,Wallets,10,10
32552,Casual Shoes,Shoes,2,1
32207,Kurtas,Topwear,5,0
59996,Dresses,Dress,24,14
3672,Sports Shoes,Shoes,4,1
21219,Tshirts,Topwear,0,0
27297,Kurtas,Topwear,5,0
53506,Bra,Innerwear,23,5
12625,Tshirts,Topwear,0,0
46667,Deodorant,Fragrance,27,8
23956,Shirts,Topwear,1,0
8807,Shirts,Topwear,1,0
19987,Tops,Topwear,6,0
11375,Shirts,Topwear,1,0
13841,Watches,Watches,3,3
25259,Handbags,Bags,7,2
58770,Shirts,Topwear,1,0
25348,Briefs,Innerwear,13,5
8436,Tops,Topwear,6,0
56404,Flats,Shoes,22,1
16374,Trousers,Bottomwear,21,4
7545,Tshirts,Topwear,0,0
3760,Tshirts,Topwear,0,0
51439,Tops,Topwear,6,0
45364,Heels,Shoes,8,1
42891,Handbags,Bags,7,2
29019,Tshirts,Topwear,0,0
2614,Flats,Shoes,22,1
26868,Tshirts,Topwear,0,0
56330,Watches,Watches,3,3
12845,Tshirts,Topwear,0,0
58394,Shirts,Topwear,1,0
46692,Perfume and Body Mist,Fragrance,18,8
14870,Wallets,Wallets,10,10
30204,Handbags,Bags,7,2
13332,Shirts,Topwear,1,0
10197,Handbags,Bags,7,2
53808,Kurtas,Topwear,5,0
10130,Watches,Watches,3,3
57502,Sandals,Sandal,12,9
56982,Flats,Shoes,22,1
24354,Kurtas,Topwear,5,0
38640,Tshirts,Topwear,0,0
4003,Flip Flops,Flip Flops,11,11
56949,Heels,Shoes,8,1
13868,Shirts,Topwear,1,0
30598,Shorts,Bottomwear,20,4
39889,Sports Shoes,Shoes,4,1
4891,Tshirts,Topwear,0,0
35195,Backpacks,Bags,15,2
45626,Briefs,Innerwear,13,5
9784,Formal Shoes,Shoes,17,1
35990,Dresses,Dress,24,14
46542,Watches,Watches,3,3
28541,Tshirts,Topwear,0,0
6191,Tops,Topwear,6,0
42511,Kurtis,Topwear,38,0
18032,Handbags,Bags,7,2
1827,Sports Shoes,Shoes,4,1
59087,Bra,Innerwear,23,5
18475,Sports Shoes,Shoes,4,1
45322,Heels,Shoes,8,1
47233,Sandals,Sandal,12,9
30695,Flats,Shoes,22,1
2303,Tshirts,Topwear,0,0
52912,Sarees,Saree,25,16
57032,Tops,Topwear,6,0
15721,Sports Shoes,Shoes,4,1
25115,Clutches,Bags,31,2
8410,Tshirts,Topwear,0,0
43166,Watches,Watches,3,3
8365,Tshirts,Topwear,0,0
39180,Kurtas,Topwear,5,0
40601,Kurtas,Topwear,5,0
40040,Tshirts,Topwear,0,0
43113,Perfume and Body Mist,Fragrance,18,8
47203,Formal Shoes,Shoes,17,1
42727,Flats,Shoes,22,1
42652,Kurtas,Topwear,5,0
9147,Jeans,Bottomwear,19,4
54524,Sports Shoes,Shoes,4,1
48160,Wallets,Wallets,10,10
20687,Casual Shoes,Shoes,2,1
4507,Sports Shoes,Shoes,4,1
17447,Watches,Watches,3,3
10407,Shirts,Topwear,1,0
15047,Jackets,Topwear,35,0
7868,Tshirts,Topwear,0,0
28371,Sunglasses,Eyewear,9,7
24909,Tshirts,Topwear,0,0
52160,Tops,Topwear,6,0
33060,Shirts,Topwear,1,0
39479,Kurtis,Topwear,38,0
42203,Tops,Topwear,6,0
50759,Sandals,Sandal,12,9
52864,Earrings,Jewellery,26,6
17834,Sports Shoes,Shoes,4,1
44859,Tshirts,Topwear,0,0
24760,Heels,Shoes,8,1
59637,Sarees,Saree,25,16
14910,Tshirts,Topwear,0,0
48076,Tshirts,Topwear,0,0
36298,Kurtas,Topwear,5,0
37000,Handbags,Bags,7,2
43217,Watches,Watches,3,3
40267,Tshirts,Topwear,0,0
27545,Shirts,Topwear,1,0
58985,Deodorant,Fragrance,27,8
50015,Innerwear Vests,Innerwear,37,5
46830,Heels,Shoes,8,1
10418,Tops,Topwear,6,0
21994,Handbags,Bags,7,2
30464,Bra,Innerwear,23,5
20866,Sandals,Sandal,12,9
3045,Tshirts,Topwear,0,0
59359,Kurtas,Topwear,5,0
38840,Dresses,Dress,24,14
7848,Tshirts,Topwear,0,0
26793,Shirts,Topwear,1,0
37215,Shirts,Topwear,1,0
4720,Tshirts,Topwear,0,0
17973,Sandals,Sandal,12,9
33912,Watches,Watches,3,3
51762,Heels,Shoes,8,1
22095,Casual Shoes,Shoes,2,1
10223,Handbags,Bags,7,2
57241,Handbags,Bags,7,2
46844,Flip Flops,Flip Flops,11,11
24529,Shirts,Topwear,1,0
19161,Tshirts,Topwear,0,0
17571,Shirts,Topwear,1,0
51675,Sunglasses,Eyewear,9,7
7106,Backpacks,Bags,15,2
46096,Flats,Shoes,22,1
10064,Tshirts,Topwear,0,0
33853,Casual Shoes,Shoes,2,1
2370,Formal Shoes,Shoes,17,1
44570,Sandals,Sandal,12,9
8343,Sports Shoes,Shoes,4,1
1557,Backpacks,Bags,15,2
13793,Tshirts,Topwear,0,0
28639,Tshirts,Topwear,0,0
15152,Shirts,Topwear,1,0
9203,Sports Shoes,Shoes,4,1
12849,Dresses,Dress,24,14
20998,Belts,Belts,14,12
9554,Tshirts,Topwear,0,0
31827,Watches,Watches,3,3
1913,Tshirts,Topwear,0,0
17968,Flip Flops,Flip Flops,11,11
24158,Kurtas,Topwear,5,0
45441,Tshirts,Topwear,0,0
24448,Briefs,Innerwear,13,5
45168,Watches,Watches,3,3
19165,Tshirts,Topwear,0,0
2482,Tops,Topwear,6,0
9954,Tshirts,Topwear,0,0
43337,Sports Shoes,Shoes,4,1
48137,Wallets,Wallets,10,10
37884,Socks,Socks,16,13
14452,Heels,Shoes,8,1
39985,Casual Shoes,Shoes,2,1
13472,Dresses,Dress,24,14
7450,Tshirts,Topwear,0,0
16051,Shirts,Topwear,1,0
45006,Watches,Watches,3,3
23566,Perfume and Body Mist,Fragrance,18,8
13070,Casual Shoes,Shoes,2,1
46827,Heels,Shoes,8,1
27488,Briefs,Innerwear,13,5
45623,Casual Shoes,Shoes,2,1
9604,Shirts,Topwear,1,0
24533,Kurtas,Topwear,5,0
13870,Shirts,Topwear,1,0
43391,Wallets,Wallets,10,10
13796,Tshirts,Topwear,0,0
10570,Tshirts,Topwear,0,0
9267,Shirts,Topwear,1,0
35079,Ties,Ties,36,20
34009,Tops,Topwear,6,0
6673,Sports Shoes,Shoes,4,1
53743,Track Pants,Bottomwear,30,4
3536,Tshirts,Topwear,0,0
23745,Sunglasses,Eyewear,9,7
21698,Watches,Watches,3,3
32839,Heels,Shoes,8,1
21919,Kurtas,Topwear,5,0
22259,Heels,Shoes,8,1
18294,Kurtas,Topwear,5,0
4548,Sports Shoes,Shoes,4,1
9450,Shirts,Topwear,1,0
51453,Tops,Topwear,6,0
33064,Shirts,Topwear,1,0
45227,Watches,Watches,3,3
10884,Tshirts,Topwear,0,0
44124,Perfume and Body Mist,Fragrance,18,8
32886,Tops,Topwear,6,0
24058,Tshirts,Topwear,0,0
39379,Jeans,Bottomwear,19,4
31313,Kurtas,Topwear,5,0
58449,Watches,Watches,3,3
32167,Socks,Socks,16,13
27360,Tshirts,Topwear,0,0
8348,Tshirts,Topwear,0,0
53313,Tshirts,Topwear,0,0
41248,Belts,Belts,14,12
52958,Sarees,Saree,25,16
15919,Backpacks,Bags,15,2
8815,Shirts,Topwear,1,0
6621,Sports Shoes,Shoes,4,1
28186,Sunglasses,Eyewear,9,7
12518,Casual Shoes,Shoes,2,1
51269,Watches,Watches,3,3
23808,Casual Shoes,Shoes,2,1
19323,Sweatshirts,Topwear,32,0
21707,Watches,Watches,3,3
8090,Sandals,Sandal,12,9
51685,Sunglasses,Eyewear,9,7
49773,Kurtas,Topwear,5,0
16439,Tshirts,Topwear,0,0
58275,Handbags,Bags,7,2
11759,Tops,Topwear,6,0
25179,Handbags,Bags,7,2
10024,Tshirts,Topwear,0,0
31330,Casual Shoes,Shoes,2,1
28302,Sunglasses,Eyewear,9,7
37864,Wallets,Wallets,10,10
3204,Tshirts,Topwear,0,0
15747,Sports Shoes,Shoes,4,1
10332,Belts,Belts,14,12
27103,Kurtas,Topwear,5,0
29874,Sunglasses,Eyewear,9,7
33766,Casual Shoes,Shoes,2,1
24651,Handbags,Bags,7,2
48376,Trousers,Bottomwear,21,4
59522,Earrings,Jewellery,26,6
8810,Shirts,Topwear,1,0
53859,Kurtas,Topwear,5,0
6704,Socks,Socks,16,13
27766,Wallets,Wallets,10,10
17748,Sports Shoes,Shoes,4,1
26140,Trousers,Bottomwear,21,4
9249,Shirts,Topwear,1,0
24256,Casual Shoes,Shoes,2,1
39508,Backpacks,Bags,15,2
4224,Tshirts,Topwear,0,0
15828,Innerwear Vests,Innerwear,37,5
42040,Sports Shoes,Shoes,4,1
30098,Jeans,Bottomwear,19,4
55998,Lipstick,Lips,29,15
54543,Sports Shoes,Shoes,4,1
43237,Casual Shoes,Shoes,2,1
23786,Sunglasses,Eyewear,9,7
56461,Nail Polish,Nails,28,18
1546,Casual Shoes,Shoes,2,1
59760,Heels,Shoes,8,1
32740,Sports Shoes,Shoes,4,1
26703,Sports Shoes,Shoes,4,1
29864,Sunglasses,Eyewear,9,7
8175,Heels,Shoes,8,1
38188,Sunglasses,Eyewear,9,7
56291,Briefs,Innerwear,13,5
59647,Sarees,Saree,25,16
43014,Briefs,Innerwear,13,5
17818,Casual Shoes,Shoes,2,1
38233,Sunglasses,Eyewear,9,7
58640,Socks,Socks,16,13
10269,Flats,Shoes,22,1
57392,Briefs,Innerwear,13,5
37278,Tshirts,Topwear,0,0
3193,Tshirts,Topwear,0,0
34525,Sandals,Sandal,12,9
55121,Nail Polish,Nails,28,18
3809,Tshirts,Topwear,0,0
13541,Flats,Shoes,22,1
59364,Kurtas,Topwear,5,0
7267,Casual Shoes,Shoes,2,1
43929,Heels,Shoes,8,1
2505,Casual Shoes,Shoes,2,1
27908,Trousers,Bottomwear,21,4
14954,Tshirts,Topwear,0,0
23224,Kurtas,Topwear,5,0
11506,Heels,Shoes,8,1
53876,Flip Flops,Flip Flops,11,11
17065,Belts,Belts,14,12
33856,Casual Shoes,Shoes,2,1
37160,Tops,Topwear,6,0
17719,Shirts,Topwear,1,0
40929,Jeans,Bottomwear,19,4
59980,Dresses,Dress,24,14
6168,Tshirts,Topwear,0,0
49990,Socks,Socks,16,13
39981,Casual Shoes,Shoes,2,1
45239,Watches,Watches,3,3
31237,Tshirts,Topwear,0,0
14686,Tshirts,Topwear,0,0
22103,Casual Shoes,Shoes,2,1
4130,Casual Shoes,Shoes,2,1
3963,Tops,Topwear,6,0
51473,Tshirts,Topwear,0,0
32181,Sports Shoes,Shoes,4,1
3944,Tshirts,Topwear,0,0
25263,Handbags,Bags,7,2
21237,Deodorant,Fragrance,27,8
47650,Dresses,Dress,24,14
35309,Earrings,Jewellery,26,6
6931,Tshirts,Topwear,0,0
55873,Nail Polish,Nails,28,18
9906,Handbags,Bags,7,2
40008,Sunglasses,Eyewear,9,7
18488,Jeans,Bottomwear,19,4
42139,Casual Shoes,Shoes,2,1
